label,original_category_id,precision,recall,f1,support,predicted_count
298,5617,1.0,1.0,1.0,10,10
299,5635,0.9090909090909091,1.0,0.9523809523809523,10,11
300,5663,0.9090909090909091,1.0,0.9523809523809523,10,11
301,5718,1.0,1.0,1.0,10,10
302,5728,0.9090909090909091,1.0,0.9523809523809523,10,11
303,5753,0.9090909090909091,1.0,0.9523809523809523,10,11
304,5794,0.8333333333333334,1.0,0.9090909090909091,10,12
305,5804,0.8888888888888888,0.8,0.8421052631578948,10,9
306,5820,0.9090909090909091,1.0,0.9523809523809523,10,11
307,5862,1.0,1.0,1.0,10,10
308,5881,0.5333333333333333,0.8,0.64,10,15
309,5925,1.0,0.9,0.9473684210526316,10,9
310,5930,1.0,0.9,0.9473684210526316,10,9
311,5947,1.0,1.0,1.0,10,10
312,5967,0.8333333333333334,1.0,0.9090909090909091,10,12
313,5974,0.7777777777777778,0.7,0.7368421052631577,10,9
314,5977,0.75,0.6,0.6666666666666665,10,8
315,6049,1.0,1.0,1.0,10,10
316,6054,1.0,1.0,1.0,10,10
317,6065,1.0,1.0,1.0,10,10
318,6118,0.625,1.0,0.7692307692307693,10,16
319,6126,0.9,0.9,0.9,10,10
320,6201,1.0,1.0,1.0,10,10
321,6209,1.0,0.9,0.9473684210526316,10,9
322,6211,0.6,0.6,0.6,10,10
323,6216,0.9090909090909091,1.0,0.9523809523809523,10,11
324,6224,1.0,1.0,1.0,10,10
325,6227,1.0,0.7,0.8235294117647058,10,7
326,6252,1.0,0.9,0.9473684210526316,10,9
327,6267,0.7272727272727273,0.8,0.761904761904762,10,11
328,6304,0.8333333333333334,1.0,0.9090909090909091,10,12
329,6311,0.9,0.9,0.9,10,10
330,6396,0.75,0.9,0.8181818181818182,10,12
331,6482,0.9090909090909091,1.0,0.9523809523809523,10,11
332,6484,0.8,0.8,0.8000000000000002,10,10
333,6528,0.5714285714285714,0.4,0.47058823529411764,10,7
334,6537,0.8888888888888888,0.8,0.8421052631578948,10,9
335,6543,0.7,0.7,0.7,10,10
336,6548,1.0,1.0,1.0,10,10
337,6570,1.0,0.9,0.9473684210526316,10,9
338,6572,0.8888888888888888,0.8,0.8421052631578948,10,9
339,6592,0.9,0.9,0.9,10,10
340,6596,0.9090909090909091,1.0,0.9523809523809523,10,11
341,6615,0.8333333333333334,1.0,0.9090909090909091,10,12
342,6653,0.8333333333333334,1.0,0.9090909090909091,10,12
343,6658,0.7,0.7,0.7,10,10
344,6669,0.9,0.9,0.9,10,10
345,6691,0.9090909090909091,1.0,0.9523809523809523,10,11
346,6735,0.75,0.6,0.6666666666666665,10,8
347,6745,0.6428571428571429,0.9,0.75,10,14
348,6755,1.0,0.8,0.888888888888889,10,8
349,6790,0.7777777777777778,0.7,0.7368421052631577,10,9
350,6868,1.0,1.0,1.0,10,10
351,6873,1.0,0.8,0.888888888888889,10,8
352,6888,0.9,0.9,0.9,10,10
353,6912,1.0,0.8,0.888888888888889,10,8
354,6916,1.0,0.8,0.888888888888889,10,8
355,6924,0.9,0.9,0.9,10,10
356,6930,1.0,1.0,1.0,10,10
357,6932,0.7142857142857143,1.0,0.8333333333333333,10,14
358,6939,0.9090909090909091,1.0,0.9523809523809523,10,11
359,7007,0.8181818181818182,0.9,0.8571428571428572,10,11
360,7019,0.9090909090909091,1.0,0.9523809523809523,10,11
361,7041,0.9,0.9,0.9,10,10
362,7043,0.9090909090909091,1.0,0.9523809523809523,10,11
363,7062,0.9090909090909091,1.0,0.9523809523809523,10,11
364,7066,1.0,0.9,0.9473684210526316,10,9
365,7119,0.8,0.8,0.8000000000000002,10,10
366,7123,0.9090909090909091,1.0,0.9523809523809523,10,11
367,7144,1.0,0.9,0.9473684210526316,10,9
368,7149,0.9090909090909091,1.0,0.9523809523809523,10,11
369,7177,0.9,0.9,0.9,10,10
370,7179,0.9090909090909091,1.0,0.9523809523809523,10,11
371,7238,1.0,0.9,0.9473684210526316,10,9
372,7239,0.9,0.9,0.9,10,10
373,7244,1.0,0.4,0.5714285714285715,10,4
374,7260,0.8333333333333334,0.5,0.625,10,6
375,7350,1.0,1.0,1.0,10,10
376,7359,1.0,1.0,1.0,10,10
377,7397,1.0,0.9,0.9473684210526316,10,9
378,7428,1.0,1.0,1.0,10,10
379,7433,0.8181818181818182,0.9,0.8571428571428572,10,11
380,7454,0.9090909090909091,1.0,0.9523809523809523,10,11
381,7461,0.8,0.8,0.8000000000000002,10,10
382,7491,1.0,1.0,1.0,10,10
383,7508,1.0,0.9,0.9473684210526316,10,9
384,7517,1.0,0.8,0.888888888888889,10,8
385,7527,0.6666666666666666,0.8,0.7272727272727272,10,12
386,7541,0.8333333333333334,1.0,0.9090909090909091,10,12
387,7573,1.0,0.8,0.888888888888889,10,8
388,7579,1.0,0.5,0.6666666666666666,10,5
389,7618,0.7,0.7,0.7,10,10
390,7651,0.7,0.7,0.7,10,10
391,7668,1.0,0.9,0.9473684210526316,10,9
392,7711,0.8,0.8,0.8000000000000002,10,10
393,7744,0.9,0.9,0.9,10,10
394,7749,1.0,0.9,0.9473684210526316,10,9
395,7752,1.0,1.0,1.0,10,10
396,7784,1.0,1.0,1.0,10,10
397,7787,1.0,1.0,1.0,10,10
398,7811,0.75,0.9,0.8181818181818182,10,12
399,7886,0.7692307692307693,1.0,0.8695652173913044,10,13
400,7953,0.9090909090909091,1.0,0.9523809523809523,10,11
401,7956,0.9090909090909091,1.0,0.9523809523809523,10,11
402,7962,1.0,1.0,1.0,10,10
403,7973,1.0,0.8,0.888888888888889,10,8
404,8004,1.0,1.0,1.0,10,10
405,8005,0.9090909090909091,1.0,0.9523809523809523,10,11
406,8085,0.9090909090909091,1.0,0.9523809523809523,10,11
407,8179,0.8333333333333334,1.0,0.9090909090909091,10,12
408,8201,0.7777777777777778,0.7,0.7368421052631577,10,9
409,8238,1.0,0.9,0.9473684210526316,10,9
410,8279,0.6666666666666666,0.8,0.7272727272727272,10,12
411,8280,0.7692307692307693,1.0,0.8695652173913044,10,13
412,8288,0.75,0.9,0.8181818181818182,10,12
413,8308,1.0,1.0,1.0,10,10
414,8317,0.7142857142857143,1.0,0.8333333333333333,10,14
415,8320,1.0,0.9,0.9473684210526316,10,9
416,8346,0.9,0.9,0.9,10,10
417,8348,1.0,1.0,1.0,10,10
418,8375,1.0,0.8,0.888888888888889,10,8
