Robustness classification report
model: pmg_cov
degradation: brightness
severity: 2
num_samples: 5000
num_classes: 500
nll: 1.597640

Overall metrics
top1_accuracy: 0.831800 (83.18%)
top2_accuracy: 0.890800 (89.08%)
top3_accuracy: 0.916200 (91.62%)
top4_accuracy: 0.932200 (93.22%)
top5_accuracy: 0.939600 (93.96%)
macro_precision: 0.850674 (85.07%)
macro_recall: 0.831800 (83.18%)
macro_f1: 0.831221 (83.12%)

Per-class metrics
class  precision  recall  f1_score  support
000    0.909091   1.000000  0.952381  10
001    0.800000   0.400000  0.533333  10
002    0.818182   0.900000  0.857143  10
003    1.000000   0.900000  0.947368  10
004    0.769231   1.000000  0.869565  10
005    1.000000   0.800000  0.888889  10
006    0.833333   1.000000  0.909091  10
007    1.000000   0.900000  0.947368  10
008    1.000000   0.700000  0.823529  10
009    1.000000   1.000000  1.000000  10
010    0.714286   1.000000  0.833333  10
011    0.800000   0.800000  0.800000  10
012    0.900000   0.900000  0.900000  10
013    1.000000   1.000000  1.000000  10
014    0.800000   0.800000  0.800000  10
015    0.909091   1.000000  0.952381  10
016    0.888889   0.800000  0.842105  10
017    1.000000   0.900000  0.947368  10
018    1.000000   1.000000  1.000000  10
019    1.000000   0.900000  0.947368  10
020    1.000000   0.900000  0.947368  10
021    1.000000   1.000000  1.000000  10
022    1.000000   0.700000  0.823529  10
023    1.000000   0.900000  0.947368  10
024    0.833333   1.000000  0.909091  10
025    1.000000   1.000000  1.000000  10
026    0.900000   0.900000  0.900000  10
027    1.000000   0.800000  0.888889  10
028    0.875000   0.700000  0.777778  10
029    1.000000   1.000000  1.000000  10
030    0.833333   1.000000  0.909091  10
031    0.714286   0.500000  0.588235  10
032    0.900000   0.900000  0.900000  10
033    1.000000   0.900000  0.947368  10
034    0.909091   1.000000  0.952381  10
035    0.833333   1.000000  0.909091  10
036    1.000000   1.000000  1.000000  10
037    0.900000   0.900000  0.900000  10
038    0.888889   0.800000  0.842105  10
039    0.888889   0.800000  0.842105  10
040    1.000000   0.900000  0.947368  10
041    1.000000   1.000000  1.000000  10
042    1.000000   0.800000  0.888889  10
043    1.000000   0.900000  0.947368  10
044    1.000000   0.900000  0.947368  10
045    0.909091   1.000000  0.952381  10
046    0.909091   1.000000  0.952381  10
047    1.000000   0.900000  0.947368  10
048    1.000000   1.000000  1.000000  10
049    0.900000   0.900000  0.900000  10
050    1.000000   1.000000  1.000000  10
051    1.000000   0.800000  0.888889  10
052    0.875000   0.700000  0.777778  10
053    0.888889   0.800000  0.842105  10
054    1.000000   0.900000  0.947368  10
055    0.800000   0.800000  0.800000  10
056    0.909091   1.000000  0.952381  10
057    0.900000   0.900000  0.900000  10
058    1.000000   1.000000  1.000000  10
059    1.000000   0.900000  0.947368  10
060    0.833333   1.000000  0.909091  10
061    0.769231   1.000000  0.869565  10
062    1.000000   1.000000  1.000000  10
063    0.833333   1.000000  0.909091  10
064    0.875000   0.700000  0.777778  10
065    0.888889   0.800000  0.842105  10
066    0.818182   0.900000  0.857143  10
067    0.875000   0.700000  0.777778  10
068    0.833333   1.000000  0.909091  10
069    0.800000   0.800000  0.800000  10
070    0.909091   1.000000  0.952381  10
071    1.000000   0.900000  0.947368  10
072    0.909091   1.000000  0.952381  10
073    0.909091   1.000000  0.952381  10
074    0.833333   1.000000  0.909091  10
075    1.000000   0.900000  0.947368  10
076    1.000000   0.700000  0.823529  10
077    0.900000   0.900000  0.900000  10
078    1.000000   0.900000  0.947368  10
079    0.900000   0.900000  0.900000  10
080    1.000000   0.800000  0.888889  10
081    0.909091   1.000000  0.952381  10
082    0.909091   1.000000  0.952381  10
083    0.909091   1.000000  0.952381  10
084    1.000000   0.500000  0.666667  10
085    1.000000   1.000000  1.000000  10
086    1.000000   0.900000  0.947368  10
087    0.833333   1.000000  0.909091  10
088    0.642857   0.900000  0.750000  10
089    1.000000   0.900000  0.947368  10
090    1.000000   0.600000  0.750000  10
091    0.909091   1.000000  0.952381  10
092    0.888889   0.800000  0.842105  10
093    0.909091   1.000000  0.952381  10
094    0.636364   0.700000  0.666667  10
095    1.000000   1.000000  1.000000  10
096    1.000000   0.900000  0.947368  10
097    1.000000   0.900000  0.947368  10
098    1.000000   0.800000  0.888889  10
099    1.000000   0.900000  0.947368  10
100    0.900000   0.900000  0.900000  10
101    1.000000   1.000000  1.000000  10
102    0.900000   0.900000  0.900000  10
103    0.777778   0.700000  0.736842  10
104    1.000000   0.700000  0.823529  10
105    1.000000   0.900000  0.947368  10
106    0.888889   0.800000  0.842105  10
107    0.833333   1.000000  0.909091  10
108    1.000000   0.900000  0.947368  10
109    1.000000   0.900000  0.947368  10
110    1.000000   0.900000  0.947368  10
111    1.000000   0.800000  0.888889  10
112    1.000000   1.000000  1.000000  10
113    0.909091   1.000000  0.952381  10
114    0.909091   1.000000  0.952381  10
115    0.800000   0.800000  0.800000  10
116    1.000000   1.000000  1.000000  10
117    1.000000   1.000000  1.000000  10
118    1.000000   0.900000  0.947368  10
119    1.000000   0.700000  0.823529  10
120    0.818182   0.900000  0.857143  10
121    0.800000   0.800000  0.800000  10
122    0.888889   0.800000  0.842105  10
123    0.888889   0.800000  0.842105  10
124    1.000000   1.000000  1.000000  10
125    0.700000   0.700000  0.700000  10
126    0.800000   0.800000  0.800000  10
127    1.000000   0.800000  0.888889  10
128    0.818182   0.900000  0.857143  10
129    0.900000   0.900000  0.900000  10
130    1.000000   0.700000  0.823529  10
131    0.857143   0.600000  0.705882  10
132    0.888889   0.800000  0.842105  10
133    1.000000   0.900000  0.947368  10
134    1.000000   1.000000  1.000000  10
135    0.769231   1.000000  0.869565  10
136    0.800000   0.800000  0.800000  10
137    0.900000   0.900000  0.900000  10
138    0.750000   0.900000  0.818182  10
139    0.625000   0.500000  0.555556  10
140    0.666667   0.800000  0.727273  10
141    0.800000   0.800000  0.800000  10
142    1.000000   0.800000  0.888889  10
143    0.750000   0.600000  0.666667  10
144    0.833333   1.000000  0.909091  10
145    1.000000   1.000000  1.000000  10
146    0.833333   1.000000  0.909091  10
147    0.888889   0.800000  0.842105  10
148    1.000000   1.000000  1.000000  10
149    0.909091   1.000000  0.952381  10
150    0.888889   0.800000  0.842105  10
151    1.000000   1.000000  1.000000  10
152    0.750000   0.900000  0.818182  10
153    1.000000   1.000000  1.000000  10
154    1.000000   0.800000  0.888889  10
155    1.000000   0.400000  0.571429  10
156    0.700000   0.700000  0.700000  10
157    0.500000   0.600000  0.545455  10
158    0.500000   0.200000  0.285714  10
159    0.750000   0.900000  0.818182  10
160    1.000000   0.700000  0.823529  10
161    0.400000   0.400000  0.400000  10
162    0.692308   0.900000  0.782609  10
163    0.769231   1.000000  0.869565  10
164    0.642857   0.900000  0.750000  10
165    0.636364   0.700000  0.666667  10
166    0.545455   0.600000  0.571429  10
167    1.000000   0.800000  0.888889  10
168    1.000000   0.900000  0.947368  10
169    0.727273   0.800000  0.761905  10
170    0.714286   1.000000  0.833333  10
171    0.642857   0.900000  0.750000  10
172    1.000000   0.900000  0.947368  10
173    0.900000   0.900000  0.900000  10
174    1.000000   0.800000  0.888889  10
175    0.800000   0.800000  0.800000  10
176    0.750000   0.900000  0.818182  10
177    0.727273   0.800000  0.761905  10
178    0.700000   0.700000  0.700000  10
179    1.000000   0.600000  0.750000  10
180    1.000000   0.500000  0.666667  10
181    0.769231   1.000000  0.869565  10
182    1.000000   0.600000  0.750000  10
183    0.900000   0.900000  0.900000  10
184    1.000000   0.800000  0.888889  10
185    0.800000   0.800000  0.800000  10
186    0.909091   1.000000  0.952381  10
187    0.600000   0.600000  0.600000  10
188    0.777778   0.700000  0.736842  10
189    1.000000   1.000000  1.000000  10
190    0.692308   0.900000  0.782609  10
191    0.636364   0.700000  0.666667  10
192    0.818182   0.900000  0.857143  10
193    0.615385   0.800000  0.695652  10
194    0.800000   0.800000  0.800000  10
195    0.857143   0.600000  0.705882  10
196    1.000000   0.900000  0.947368  10
197    0.461538   0.600000  0.521739  10
198    0.533333   0.800000  0.640000  10
199    0.666667   0.800000  0.727273  10
200    0.888889   0.800000  0.842105  10
201    0.692308   0.900000  0.782609  10
202    0.750000   0.600000  0.666667  10
203    0.444444   0.800000  0.571429  10
204    0.666667   0.800000  0.727273  10
205    1.000000   0.900000  0.947368  10
206    0.625000   0.500000  0.555556  10
207    0.800000   0.800000  0.800000  10
208    0.875000   0.700000  0.777778  10
209    0.727273   0.800000  0.761905  10
210    0.818182   0.900000  0.857143  10
211    1.000000   1.000000  1.000000  10
212    0.666667   0.400000  0.500000  10
213    1.000000   0.500000  0.666667  10
214    0.529412   0.900000  0.666667  10
215    1.000000   0.800000  0.888889  10
216    0.888889   0.800000  0.842105  10
217    1.000000   0.700000  0.823529  10
218    0.833333   1.000000  0.909091  10
219    1.000000   0.700000  0.823529  10
220    0.750000   0.600000  0.666667  10
221    1.000000   0.900000  0.947368  10
222    1.000000   0.900000  0.947368  10
223    1.000000   0.900000  0.947368  10
224    0.700000   0.700000  0.700000  10
225    0.800000   0.800000  0.800000  10
226    0.909091   1.000000  0.952381  10
227    0.500000   0.500000  0.500000  10
228    0.500000   0.300000  0.375000  10
229    0.909091   1.000000  0.952381  10
230    0.562500   0.900000  0.692308  10
231    1.000000   0.600000  0.750000  10
232    0.700000   0.700000  0.700000  10
233    0.800000   0.400000  0.533333  10
234    1.000000   0.600000  0.750000  10
235    0.800000   0.800000  0.800000  10
236    0.800000   0.800000  0.800000  10
237    1.000000   0.800000  0.888889  10
238    0.909091   1.000000  0.952381  10
239    0.818182   0.900000  0.857143  10
240    1.000000   0.800000  0.888889  10
241    0.888889   0.800000  0.842105  10
242    0.818182   0.900000  0.857143  10
243    1.000000   1.000000  1.000000  10
244    0.818182   0.900000  0.857143  10
245    0.818182   0.900000  0.857143  10
246    0.777778   0.700000  0.736842  10
247    0.500000   0.400000  0.444444  10
248    1.000000   0.800000  0.888889  10
249    0.900000   0.900000  0.900000  10
250    0.800000   0.800000  0.800000  10
251    0.909091   1.000000  0.952381  10
252    0.875000   0.700000  0.777778  10
253    0.875000   0.700000  0.777778  10
254    0.750000   0.900000  0.818182  10
255    1.000000   0.700000  0.823529  10
256    0.500000   0.500000  0.500000  10
257    0.750000   0.900000  0.818182  10
258    0.818182   0.900000  0.857143  10
259    0.533333   0.800000  0.640000  10
260    0.888889   0.800000  0.842105  10
261    0.909091   1.000000  0.952381  10
262    0.909091   1.000000  0.952381  10
263    0.900000   0.900000  0.900000  10
264    0.909091   1.000000  0.952381  10
265    0.777778   0.700000  0.736842  10
266    0.800000   0.800000  0.800000  10
267    0.800000   0.800000  0.800000  10
268    0.818182   0.900000  0.857143  10
269    0.833333   1.000000  0.909091  10
270    1.000000   0.900000  0.947368  10
271    0.500000   0.800000  0.615385  10
272    1.000000   0.900000  0.947368  10
273    0.900000   0.900000  0.900000  10
274    1.000000   0.900000  0.947368  10
275    1.000000   0.900000  0.947368  10
276    0.900000   0.900000  0.900000  10
277    1.000000   0.800000  0.888889  10
278    0.777778   0.700000  0.736842  10
279    0.909091   1.000000  0.952381  10
280    1.000000   0.900000  0.947368  10
281    1.000000   0.900000  0.947368  10
282    0.909091   1.000000  0.952381  10
283    1.000000   1.000000  1.000000  10
284    1.000000   0.900000  0.947368  10
285    1.000000   0.900000  0.947368  10
286    1.000000   0.600000  0.750000  10
287    0.666667   0.800000  0.727273  10
288    0.900000   0.900000  0.900000  10
289    0.818182   0.900000  0.857143  10
290    0.600000   0.900000  0.720000  10
291    1.000000   1.000000  1.000000  10
292    0.909091   1.000000  0.952381  10
293    0.857143   0.600000  0.705882  10
294    0.692308   0.900000  0.782609  10
295    0.714286   1.000000  0.833333  10
296    0.875000   0.700000  0.777778  10
297    0.818182   0.900000  0.857143  10
298    0.900000   0.900000  0.900000  10
299    0.666667   1.000000  0.800000  10
300    0.900000   0.900000  0.900000  10
301    1.000000   1.000000  1.000000  10
302    1.000000   1.000000  1.000000  10
303    1.000000   1.000000  1.000000  10
304    0.714286   1.000000  0.833333  10
305    1.000000   0.800000  0.888889  10
306    0.818182   0.900000  0.857143  10
307    1.000000   1.000000  1.000000  10
308    0.444444   0.800000  0.571429  10
309    0.750000   0.900000  0.818182  10
310    1.000000   0.900000  0.947368  10
311    1.000000   0.700000  0.823529  10
312    0.692308   0.900000  0.782609  10
313    0.800000   0.800000  0.800000  10
314    0.875000   0.700000  0.777778  10
315    0.818182   0.900000  0.857143  10
316    0.833333   1.000000  0.909091  10
317    0.900000   0.900000  0.900000  10
318    0.692308   0.900000  0.782609  10
319    1.000000   0.900000  0.947368  10
320    1.000000   0.900000  0.947368  10
321    0.900000   0.900000  0.900000  10
322    0.545455   0.600000  0.571429  10
323    0.875000   0.700000  0.777778  10
324    0.526316   1.000000  0.689655  10
325    0.750000   0.900000  0.818182  10
326    1.000000   0.900000  0.947368  10
327    0.800000   0.800000  0.800000  10
328    0.500000   1.000000  0.666667  10
329    1.000000   1.000000  1.000000  10
330    0.500000   1.000000  0.666667  10
331    0.909091   1.000000  0.952381  10
332    0.500000   0.900000  0.642857  10
333    0.666667   0.600000  0.631579  10
334    0.750000   0.600000  0.666667  10
335    1.000000   0.400000  0.571429  10
336    0.500000   0.800000  0.615385  10
337    0.875000   0.700000  0.777778  10
338    0.818182   0.900000  0.857143  10
339    0.800000   0.800000  0.800000  10
340    0.909091   1.000000  0.952381  10
341    0.692308   0.900000  0.782609  10
342    0.909091   1.000000  0.952381  10
343    0.692308   0.900000  0.782609  10
344    1.000000   1.000000  1.000000  10
345    0.875000   0.700000  0.777778  10
346    1.000000   0.500000  0.666667  10
347    0.615385   0.800000  0.695652  10
348    1.000000   0.800000  0.888889  10
349    1.000000   0.600000  0.750000  10
350    1.000000   1.000000  1.000000  10
351    0.888889   0.800000  0.842105  10
352    0.900000   0.900000  0.900000  10
353    0.545455   0.600000  0.571429  10
354    0.875000   0.700000  0.777778  10
355    0.700000   0.700000  0.700000  10
356    0.888889   0.800000  0.842105  10
357    0.727273   0.800000  0.761905  10
358    0.750000   0.900000  0.818182  10
359    0.888889   0.800000  0.842105  10
360    1.000000   0.900000  0.947368  10
361    1.000000   0.800000  0.888889  10
362    0.900000   0.900000  0.900000  10
363    0.818182   0.900000  0.857143  10
364    0.818182   0.900000  0.857143  10
365    1.000000   0.800000  0.888889  10
366    1.000000   0.900000  0.947368  10
367    0.727273   0.800000  0.761905  10
368    0.888889   0.800000  0.842105  10
369    0.777778   0.700000  0.736842  10
370    0.833333   1.000000  0.909091  10
371    0.900000   0.900000  0.900000  10
372    0.888889   0.800000  0.842105  10
373    0.615385   0.800000  0.695652  10
374    1.000000   0.600000  0.750000  10
375    0.909091   1.000000  0.952381  10
376    1.000000   0.900000  0.947368  10
377    0.888889   0.800000  0.842105  10
378    1.000000   0.800000  0.888889  10
379    1.000000   1.000000  1.000000  10
380    0.833333   1.000000  0.909091  10
381    1.000000   0.600000  0.750000  10
382    0.909091   1.000000  0.952381  10
383    0.666667   0.600000  0.631579  10
384    0.888889   0.800000  0.842105  10
385    0.727273   0.800000  0.761905  10
386    0.571429   0.800000  0.666667  10
387    0.476190   1.000000  0.645161  10
388    0.833333   0.500000  0.625000  10
389    0.555556   0.500000  0.526316  10
390    0.500000   0.300000  0.375000  10
391    1.000000   0.900000  0.947368  10
392    0.700000   0.700000  0.700000  10
393    1.000000   0.700000  0.823529  10
394    0.888889   0.800000  0.842105  10
395    1.000000   0.800000  0.888889  10
396    1.000000   1.000000  1.000000  10
397    1.000000   1.000000  1.000000  10
398    0.800000   0.800000  0.800000  10
399    0.636364   0.700000  0.666667  10
400    0.888889   0.800000  0.842105  10
401    1.000000   0.900000  0.947368  10
402    0.818182   0.900000  0.857143  10
403    1.000000   0.800000  0.888889  10
404    1.000000   1.000000  1.000000  10
405    0.833333   1.000000  0.909091  10
406    0.909091   1.000000  0.952381  10
407    0.692308   0.900000  0.782609  10
408    0.666667   0.600000  0.631579  10
409    1.000000   0.900000  0.947368  10
410    0.285714   0.200000  0.235294  10
